first_name,last_name,birth_date,dept_no,from_date,to_date,title,emp_no
Bokyung,Plump,1965-01-02,d004,1986-07-05,1989-04-27,Technique Leader,296621
Dipayan,Geffroy,1965-01-31,d004,1987-09-17,1999-01-01,Senior Engineer,296664
Palash,Spieker,1965-01-02,d008,1991-05-11,1999-01-01,Staff,296687
Kamakshi,Bahl,1965-01-30,d004,1987-12-22,1999-01-01,Senior Engineer,296718
Wilmer,Luke,1965-01-28,d004,1987-02-13,1999-02-15,Technique Leader,296962
Boutros,Awdeh,1965-01-20,d002,1985-11-07,1988-07-11,Staff,297008
Lokesh,Saoudi,1965-01-16,d007,1999-05-25,1999-01-01,Senior Staff,297232
Tesuya,Mansanne,1965-01-13,d009,1993-10-08,1997-06-01,Senior Staff,297243
Cathie,Ratnakar,1965-01-12,d001,1996-06-23,1999-01-01,Senior Staff,297431
Irena,Terkki,1965-01-13,d008,1998-03-11,1999-01-01,Staff,297474
Vasilis,Ginneken,1965-01-16,d006,1985-09-13,1990-04-08,Engineer,297804
Marc,Bahl,1965-01-12,d005,1997-06-18,1999-01-01,Assistant Engineer,297905
Sailaja,Fujisaki,1965-01-13,d004,1995-07-24,1999-01-01,Assistant Engineer,297954
King,Benzmuller,1965-01-11,d005,1986-09-04,1999-01-01,Senior Engineer,298339
Kamakshi,Badache,1965-01-24,d001,1996-06-11,1999-03-11,Staff,298479
Florina,Litecky,1965-01-11,d002,1985-12-02,1999-01-01,Staff,298577
Zita,Syang,1965-02-01,d002,1998-12-29,1999-01-01,Staff,298953
Fumitake,Sichman,1965-01-09,d003,1991-02-21,1999-01-01,Senior Staff,299346
Luisa,Itzfeldt,1965-01-21,d006,1997-01-23,1999-01-01,Engineer,299580
Denny,Shobatake,1965-01-15,d008,1997-06-22,1999-01-01,Staff,299718
Patricio,Itzfeldt,1965-02-01,d007,1985-05-21,1999-01-01,Staff,299737
Hilari,Christ,1965-01-12,d008,1991-01-19,1996-10-07,Senior Staff,400046
Yishai,Sessa,1965-01-04,d005,1996-08-21,2000-09-30,Engineer,400344
Angus,Jullig,1965-01-31,d005,1989-04-13,1999-01-01,Senior Engineer,400358
Kamakshi,Manders,1965-01-28,d007,1995-08-05,1999-01-01,Staff,400683
Poornachandra,Asser,1965-01-09,d005,1993-11-07,1999-01-01,Engineer,400780
Bodo,Halevi,1965-01-10,d005,1996-05-30,1999-01-01,Engineer,400796
Danae,Kragelund,1965-01-27,d003,1987-05-20,1999-01-01,Senior Staff,401154
Oguz,Schurmann,1965-01-16,d004,1986-11-11,1999-01-01,Assistant Engineer,401278
Martins,Shokrollahi,1965-01-30,d004,1986-11-04,1999-01-01,Engineer,401333
Pranay,Kambil,1965-01-16,d008,1999-07-30,2002-04-06,Senior Staff,401364
Florian,Uhrig,1965-01-06,d009,1987-01-31,1999-01-01,Senior Staff,401420
Yannik,Falco,1965-01-13,d004,1988-01-15,1999-01-01,Technique Leader,401574
Shigehito,Duclos,1965-01-20,d006,1987-09-20,1999-01-01,Senior Engineer,402025
Kersti,Granlund,1965-01-21,d005,1995-03-19,1999-01-01,Engineer,402102
Fai,Breugel,1965-01-30,d007,1995-02-27,1999-10-08,Staff,402223
Subhada,Janetzko,1965-01-04,d004,1987-01-25,1999-01-01,Senior Engineer,402664
Jeanna,Rettelbach,1965-01-17,d005,1990-02-14,1999-01-01,Engineer,402718
Weidon,Pollacia,1965-01-28,d003,2002-03-24,1999-01-01,Senior Staff,402827
Toshimitsu,Sluis,1965-01-16,d005,1985-02-18,1999-01-01,Senior Engineer,403010
Muneo,Gunderson,1965-01-01,d005,1985-12-08,1993-09-19,Senior Engineer,403237
Marko,Velardi,1965-01-25,d005,1992-11-22,2001-08-27,Senior Engineer,403455
Deborah,Kaminger,1965-01-07,d001,1988-06-04,1999-01-01,Senior Staff,403621
Krisda,Hainaut,1965-01-19,d003,1995-07-08,1999-01-01,Senior Staff,403644
Jeanna,Bratten,1965-01-10,d005,1990-07-26,1999-01-01,Engineer,403954
Valery,Babb,1965-01-11,d005,1998-10-19,1999-01-01,Senior Engineer,404018
Zengping,Kakkar,1965-01-12,d005,1988-07-22,1999-01-01,Senior Engineer,404236
Anestis,Setlzner,1965-01-09,d005,1985-07-13,1999-01-01,Engineer,404462
Eberhardt,Spelt,1965-01-31,d003,1997-07-05,1999-01-01,Staff,404573
Manu,Junet,1965-01-13,d001,1991-04-20,1999-01-01,Senior Staff,404755
Basem,Beausoleil,1965-01-16,d005,1998-03-16,1999-01-01,Engineer,404788
Jeanne,Kaminger,1965-01-12,d004,1987-07-21,1991-04-21,Engineer,404879
Morris,Fargier,1965-01-02,d007,1988-06-29,1999-01-01,Senior Staff,405015
Yechezkel,Yurov,1965-01-26,d004,2001-11-16,1999-01-01,Senior Engineer,405063
Masami,Merro,1965-01-24,d008,1988-09-23,1999-08-31,Staff,405372
Georgi,Portugali,1965-01-25,d004,1987-09-27,1999-01-01,Technique Leader,406125
Marek,Tomescu,1965-01-09,d005,1995-05-15,1999-01-01,Senior Engineer,406239
Naraig,Snyers,1965-01-23,d004,1986-12-03,1992-05-19,Senior Engineer,406249
Kitty,Kolvik,1965-01-25,d005,1991-10-07,1995-04-29,Engineer,406299
Martien,Ranum,1965-01-30,d005,1993-03-15,1999-05-18,Senior Engineer,406537
Parviz,Picco,1965-01-25,d005,1995-04-16,1999-01-01,Engineer,406564
Malu,Ossenbruggen,1965-02-01,d008,1986-11-21,1999-01-01,Staff,406714
Alexius,Crouzet,1965-01-24,d007,1999-10-05,1999-01-01,Staff,406847
Tommaso,Raczkowsky,1965-01-25,d002,1996-08-29,1999-01-01,Staff,407522
Fei,Erez,1965-02-01,d004,1986-10-15,1988-04-02,Senior Engineer,407837
Shridhar,Chleq,1965-01-01,d004,1986-03-22,1999-01-01,Engineer,408019
Geoffrey,Ladret,1965-01-05,d005,1994-01-03,1999-01-01,Engineer,408114
Irene,Sethi,1965-01-21,d006,1996-09-06,2000-08-12,Senior Engineer,408163
Tsz,Daescu,1965-01-19,d002,1994-01-29,1994-09-28,Staff,408417
Bikash,Vilarrasa,1965-01-18,d007,1999-03-26,2000-12-29,Staff,408435
Uno,Solares,1965-01-29,d009,1994-09-22,1999-01-01,Senior Staff,408437
Mayuri,Werthner,1965-01-13,d007,2001-02-20,1999-01-01,Senior Staff,408447
Yongqiao,Cochrane,1965-01-09,d009,1986-10-27,1999-01-01,Staff,408654
Jolita,Claffy,1965-01-26,d005,1993-12-24,1999-01-01,Senior Engineer,408953
Sahrah,Mitchem,1965-01-10,d002,1991-03-28,2002-05-18,Senior Staff,409112
Willard,Verspoor,1965-01-06,d004,1999-02-28,1999-01-01,Engineer,409391
Etsuo,Andreotta,1965-01-23,d006,1992-03-28,2000-06-23,Engineer,409712
Dekang,Tsunoo,1965-01-15,d004,1995-01-19,1999-01-01,Technique Leader,409798
Frazer,Candan,1965-01-15,d006,1999-03-05,1999-01-01,Senior Engineer,409805
Divier,Ishibashi,1965-02-01,d005,1989-09-22,1999-01-01,Engineer,409898
Xiadong,McClurg,1965-01-11,d003,1985-09-17,1999-01-01,Senior Staff,410028
Duri,Mitina,1965-01-08,d005,1990-03-04,1999-01-01,Senior Engineer,410372
Kazuhisa,Riesenhuber,1965-01-19,d004,1992-10-06,1999-01-01,Senior Engineer,410433
Tonia,Shigei,1965-01-01,d003,1993-03-13,1997-01-12,Staff,410592
Gudjon,Kalorkoti,1965-01-18,d005,1994-04-14,1999-01-01,Senior Engineer,410616
Kitty,Halloran,1965-01-14,d007,1997-11-20,2002-01-18,Staff,410703
Ronnie,Denos,1965-01-17,d004,1992-06-08,1999-01-01,Senior Engineer,410804
Koichi,Grabner,1965-01-06,d006,2000-04-05,1999-01-01,Senior Engineer,410881
Otmar,Brandsma,1965-01-29,d005,1987-05-28,1999-01-01,Engineer,411070
Martine,Cangellaris,1965-01-08,d004,1992-04-28,1999-01-01,Senior Engineer,411082
Goncalo,Barbanera,1965-01-08,d001,1996-09-01,1999-01-01,Senior Staff,411143
Weiwu,Lamma,1965-01-09,d007,1997-11-05,2000-11-26,Staff,411727
Anneli,Pappas,1965-02-01,d005,1998-07-04,1998-09-19,Engineer,411906
Geoff,Peck,1965-01-02,d007,1999-01-08,1999-03-26,Staff,412315
Mitsuyuki,Jeansoulin,1965-01-15,d004,1999-10-28,1999-01-01,Senior Engineer,412404
Leen,Peak,1965-01-03,d005,1999-11-20,1999-01-01,Engineer,412757
Hsiangchu,Taubenfeld,1965-01-26,d008,1993-04-17,1999-01-01,Senior Staff,413098
Mototsugu,Prampolini,1965-01-09,d007,1988-06-12,1999-01-01,Senior Staff,413205
Elvia,Schwartzburd,1965-01-20,d006,1991-10-16,1995-08-25,Engineer,413554
Remco,Duclos,1965-01-05,d002,1988-04-18,1999-01-01,Staff,413666
Harjit,Ernst,1965-01-02,d005,1992-04-26,1999-01-01,Technique Leader,413729
Mohamadou,Grabner,1965-01-09,d009,1991-11-25,1999-01-01,Staff,413831
Marco,Jahnichen,1965-01-24,d003,1995-03-28,1999-01-01,Senior Staff,413832
Tadanori,Msuda,1965-01-31,d009,1993-02-20,1999-01-01,Senior Engineer,414027
Wuxu,Kuhnemann,1965-01-17,d005,1997-08-19,1999-01-01,Engineer,414091
Somnath,Bierbaum,1965-01-22,d001,1996-12-05,2000-12-22,Senior Staff,414461
Bernd,Anick,1965-01-03,d004,1988-11-19,1999-01-01,Senior Engineer,414543
Elliott,Copas,1965-01-22,d005,1994-09-13,1999-01-01,Senior Engineer,414551
Ipke,Schneeberger,1965-01-21,d005,1985-09-20,1999-01-01,Engineer,414662
Chinho,Delgrande,1965-01-06,d008,1996-11-07,1999-01-01,Senior Staff,414714
Aris,Sambasivam,1965-01-05,d005,1988-02-21,1998-05-20,Senior Engineer,414808
Dayanand,Wielonsky,1965-01-28,d005,1999-02-28,1999-01-01,Staff,414814
Juyoung,Willoner,1965-01-17,d007,1989-11-03,1999-01-01,Staff,414897
Prasadram,Piazza,1965-01-20,d004,1987-06-05,1997-11-04,Engineer,414922
Juyoung,Peltason,1965-01-03,d004,1998-09-01,1999-01-01,Assistant Engineer,415187
Ewing,Baak,1965-01-28,d005,1993-10-05,1993-10-19,Engineer,415234
Shigeo,Emmart,1965-01-22,d004,1995-12-24,1999-01-01,Assistant Engineer,415338
Conal,Shackell,1965-01-19,d007,1986-01-25,1995-02-23,Senior Staff,415363
Mrinalini,Bierbaum,1965-01-21,d005,1986-03-12,1999-01-01,Engineer,415563
Alain,Lieberherr,1965-01-08,d005,1987-05-11,1999-01-01,Engineer,416074
Nectarios,Itschner,1965-01-29,d005,1990-03-02,1999-01-01,Senior Engineer,416383
Adamantios,Heemskerk,1965-01-22,d007,1986-08-08,1999-01-01,Senior Staff,416420
Laurentiu,Morton,1965-01-22,d004,1998-12-21,1999-12-23,Engineer,416455
Kannan,Meriste,1965-01-15,d005,1992-08-12,1999-01-01,Senior Engineer,416492
Nathalie,Luke,1965-01-28,d005,1987-09-16,1999-01-01,Assistant Engineer,416660
Tokuyasu,Xiaoshan,1965-01-14,d004,1991-09-19,1999-01-01,Engineer,416720
Gio,Orsini,1965-01-02,d001,1988-12-07,1999-01-01,Staff,416877
Shooichi,Vandervoorde,1965-01-03,d004,1996-08-16,1999-01-01,Engineer,416892
Valeska,Rosenbaum,1965-01-26,d005,1994-05-18,1997-01-13,Senior Engineer,417128
Bouchung,Zaumen,1965-01-03,d007,1999-01-29,1999-01-01,Senior Staff,417435
Josyula,Motley,1965-01-03,d004,1996-03-26,1999-01-01,Senior Engineer,418239
Oscar,Oppitz,1965-01-08,d007,1995-06-30,2002-07-27,Senior Staff,418247
Arvin,Pusterhofer,1965-01-08,d004,1995-03-02,1999-01-01,Senior Engineer,418298
Danel,Petereit,1965-01-24,d004,1985-02-21,1999-01-01,Engineer,418309
Kazuhiko,Gornas,1965-01-02,d004,1993-05-20,1999-01-01,Senior Engineer,418380
Kazuhide,Snedden,1965-01-27,d004,1996-06-14,1999-01-01,Senior Engineer,418566
Michaela,Otillio,1965-01-11,d004,1994-01-05,1999-01-01,Engineer,418606
Gino,Uehara,1965-01-07,d001,1988-02-17,1991-04-09,Senior Staff,418689
Arunachalam,Magliocco,1965-01-20,d007,1987-12-23,1999-01-01,Senior Staff,418717
Ymte,Dalton,1965-02-01,d001,1992-11-22,1999-01-01,Senior Staff,418860
Heon,Broomell,1965-01-15,d007,1998-05-06,1999-01-01,Staff,419099
Nikolaos,Bamford,1965-01-22,d005,1986-02-25,1997-09-23,Engineer,419388
Ung,Orlowski,1965-01-29,d001,1991-07-22,1999-01-01,Senior Staff,419953
Susuma,Kitsuregawa,1965-01-27,d005,1985-05-28,1999-01-01,Engineer,420086
Mariangiola,Bolsens,1965-01-28,d009,1985-06-15,1999-01-01,Senior Staff,420476
Mabhin,Eastman,1965-01-06,d007,1989-08-02,1999-01-01,Senior Staff,420557
Hidde,Riexinger,1965-01-02,d006,1986-11-18,1996-08-20,Senior Engineer,420599
Atilio,Rajala,1965-01-10,d005,1999-12-01,2001-07-27,Technique Leader,420681
Frazer,Barbanera,1965-01-19,d008,1986-11-04,1999-01-01,Senior Staff,420694
Willard,Morrin,1965-01-06,d001,1996-05-27,1999-01-01,Senior Staff,420732
Raimond,Solovay,1965-01-04,d007,1997-10-03,1999-01-01,Staff,420759
Shawna,Krider,1965-01-17,d007,1990-03-09,1999-01-01,Staff,420765
Khosrow,Erez,1965-01-29,d002,1990-02-11,1999-01-01,Senior Staff,420877
Niranjan,Lamba,1965-01-30,d007,1997-11-16,1998-10-10,Staff,420921
Shigeaki,Butner,1965-01-26,d007,1996-07-13,1999-01-01,Senior Staff,421022
Garnik,Randt,1965-01-14,d007,1989-12-23,1999-01-01,Staff,421033
Aemilian,Zedlitz,1965-01-28,d005,1988-12-23,1993-07-16,Engineer,421039
Zhaofang,Falster,1965-01-07,d007,1994-06-29,1999-01-01,Staff,421074
Mariangiola,Bashian,1965-01-13,d005,1999-09-18,1999-01-01,Engineer,421312
Renny,Bednarek,1965-01-02,d003,1987-06-01,1999-01-01,Staff,421384
Shichao,Thiria,1965-01-03,d004,1989-01-11,1999-01-01,Senior Engineer,421755
Kenton,Miara,1965-01-08,d005,1999-05-14,2002-03-13,Engineer,422146
Abdulah,Remmele,1965-01-06,d002,1992-09-24,1996-07-21,Staff,422263
Junichi,Rubsam,1965-01-04,d005,1988-10-30,1994-03-11,Senior Engineer,422450
Jagoda,Uhrig,1965-01-18,d004,1995-09-01,1999-01-01,Engineer,422783
Takushi,Strehl,1965-01-20,d007,1988-10-04,1999-01-01,Senior Staff,423038
Uma,Stranks,1965-01-08,d007,1991-09-13,1999-01-01,Senior Staff,423204
Joydip,Krone,1965-01-19,d005,1995-02-08,1999-01-01,Engineer,423208
Tsutomu,Tetzlaff,1965-01-31,d002,1987-09-24,1999-01-01,Senior Staff,423214
Constantijn,Lichtman,1965-01-27,d007,1994-06-26,1999-01-01,Senior Staff,423327
Heping,Monarch,1965-01-04,d007,1988-04-15,1999-01-01,Staff,423350
Wojceich,Butterworth,1965-01-02,d005,1999-11-16,2001-10-05,Senior Engineer,423516
Mariusz,Tokunaga,1965-01-30,d005,1985-02-11,1999-01-01,Senior Engineer,423633
Seshu,Kolvik,1965-01-01,d005,1988-12-09,1999-01-01,Technique Leader,423993
Danco,Luff,1965-01-14,d005,1997-10-30,1999-01-01,Engineer,424569
Kagan,Dredge,1965-02-01,d005,1994-02-26,1999-01-01,Engineer,424584
Changho,Veevers,1965-01-10,d002,1997-03-03,1999-01-01,Senior Staff,424685
Nathan,Vendrig,1965-01-10,d005,1990-08-20,1997-03-22,Engineer,424714
Theron,Itschner,1965-01-19,d007,1985-05-16,1999-01-01,Senior Staff,424797
Jacqueline,Zallocco,1965-01-24,d007,1987-12-17,1999-01-01,Senior Staff,424805
Salvador,Peres,1965-01-01,d004,1996-02-05,1996-11-17,Staff,424845
Xuejun,Reeker,1965-01-19,d003,1988-11-18,1999-01-01,Staff,424930
Vasilis,Waleschkowski,1965-01-11,d005,1996-05-26,1999-01-01,Engineer,424984
Moni,Staudhammer,1965-01-03,d005,1999-03-23,1999-01-01,Engineer,425437
Alagu,Vieri,1965-01-18,d001,1986-08-23,1999-01-01,Senior Staff,425535
Paddy,Zumaque,1965-01-03,d002,1995-11-12,1999-01-01,Senior Staff,425540
Yongdong,Jiang,1965-01-18,d009,1990-10-13,1995-01-31,Senior Staff,425757
Paris,Range,1965-01-15,d007,1989-10-25,1999-01-01,Senior Staff,425780
Guther,Conia,1965-01-30,d005,1999-02-13,1999-01-01,Engineer,425830
Jahangir,Kroft,1965-01-19,d007,1990-06-11,1999-01-01,Staff,425875
Shahaf,Luce,1965-01-16,d007,1999-04-06,1999-01-01,Senior Staff,426153
Kaijung,Mateescu,1965-01-10,d002,1987-11-18,1999-01-01,Staff,426168
Supot,Badache,1965-01-17,d005,1996-08-17,1999-01-01,Engineer,426228
Danco,Rajala,1965-01-31,d003,1991-03-29,1999-01-01,Staff,426235
Serap,Bahi,1965-01-29,d005,1986-05-15,1990-05-04,Engineer,426611
Zejun,Broomell,1965-01-13,d004,1995-01-19,1999-01-01,Engineer,426644
Xudong,Muntz,1965-01-03,d004,1991-03-08,1996-04-02,Engineer,426683
Karsten,Kawashima,1965-01-07,d004,1994-03-15,1999-01-01,Senior Engineer,426706
Huican,Lunn,1965-01-07,d009,1986-07-23,1999-01-01,Staff,426795
Gaurav,Fendler,1965-01-21,d009,1992-02-15,1999-01-01,Staff,426818
Sandeepan,Kulisch,1965-01-13,d004,1997-05-16,1999-01-01,Engineer,426819
Gopalakrishnan,Mawatari,1965-01-25,d009,1997-12-07,1999-01-01,Senior Staff,426824
Weijing,Viele,1965-01-19,d004,1985-10-03,1999-01-01,Senior Engineer,426958
Utpal,Kemmerer,1965-01-31,d008,1986-12-04,1999-01-01,Senior Staff,427313
Mamdouh,Ramamoorthy,1965-01-13,d005,2000-01-13,1999-01-01,Senior Engineer,427320
Feiyu,Hemaspaandra,1965-01-20,d009,1995-06-04,1999-01-01,Staff,427332
Torsten,Ranta,1965-01-20,d008,1995-07-03,1999-01-01,Engineer,427571
Mariusz,Ritcey,1965-01-27,d004,1987-03-16,1991-07-01,Engineer,427659
Jaques,Navazio,1965-01-25,d002,1989-04-04,1999-01-01,Staff,427776
Haldun,Compeau,1965-01-21,d002,1997-10-15,1999-01-01,Senior Staff,427805
Jaques,Gecsei,1965-01-18,d009,1999-07-13,1999-01-01,Staff,427823
Adil,Kieras,1965-01-02,d004,1992-07-20,1999-01-01,Senior Engineer,427852
Ronghao,Alpin,1965-01-09,d003,1991-09-11,1999-01-01,Senior Staff,428082
Jamaludin,Kalorkoti,1965-01-12,d003,1993-07-14,1998-09-06,Senior Staff,428160
Hatsukazu,Rosca,1965-01-11,d003,1993-08-02,1999-01-01,Senior Staff,428195
Ghassan,Androutsos,1965-01-21,d007,1987-12-26,1999-01-01,Staff,428219
Chenyi,Demian,1965-01-17,d004,1991-08-29,2000-03-18,Senior Engineer,428235
Nimmagadda,Kusakari,1965-01-13,d004,1994-01-23,1998-05-14,Engineer,428294
Theron,Billawala,1965-01-23,d005,1989-02-17,1999-01-01,Senior Engineer,428917
Bader,Detkin,1965-01-22,d002,1993-10-24,1999-07-31,Staff,429040
Hugh,Senzako,1965-01-27,d006,1992-10-15,1999-01-01,Technique Leader,429087
Kazuyasu,Schmiedel,1965-01-09,d007,1985-09-07,1999-01-01,Senior Staff,429231
Mona,Luck,1965-01-29,d007,1989-05-11,1999-01-01,Senior Staff,429238
Alassane,Wolniewicz,1965-01-28,d005,1986-10-06,1993-11-09,Senior Engineer,429249
Seshu,Hiraishi,1965-01-08,d002,1994-08-10,1999-01-01,Staff,429316
Limsoon,Roohalamini,1965-01-06,d007,1986-11-26,1999-01-01,Staff,429381
Adas,Chinen,1965-01-13,d008,1993-01-04,2002-05-15,Senior Staff,429419
Subhada,Emmerich,1965-01-09,d005,1996-03-06,1999-01-01,Engineer,429481
Yongqiao,Francisci,1965-01-06,d006,1999-12-01,1999-01-01,Engineer,429520
Bartek,Vendrig,1965-01-25,d009,1992-06-06,1999-01-01,Senior Staff,429532
Tadanori,Fujisawa,1965-01-12,d005,1999-08-07,2000-07-04,Technique Leader,429553
Fumiya,Chappelet,1965-01-03,d005,1992-09-03,1999-01-01,Engineer,429569
Ung,Honglei,1965-01-06,d003,1986-09-02,1999-01-01,Senior Staff,429703
Jiann,Hofmeyr,1965-01-06,d002,1992-02-03,1997-10-23,Staff,429756
Ranan,Marsiglia,1965-01-30,d001,1999-08-13,1999-01-01,Staff,429899
Renny,Gladwell,1965-01-26,d007,1999-02-27,1999-01-01,Staff,429954
Erzsebet,Setiz,1965-01-22,d005,1993-06-10,1999-01-01,Engineer,430054
Xiong,Roisin,1965-01-07,d006,1988-03-01,1999-01-01,Engineer,430558
Janalee,Lanzelotte,1965-01-19,d009,1997-12-01,1999-01-01,Senior Staff,430593
Kersti,Marsiglia,1965-01-17,d005,1994-02-19,1999-01-01,Engineer,430631
Khalil,Gien,1965-01-06,d004,1991-08-06,1999-01-01,Senior Engineer,430891
Amabile,Koyama,1965-01-24,d009,1985-07-25,1993-05-14,Senior Staff,430981
Bedir,Reeken,1965-01-22,d007,1991-02-17,1998-10-25,Senior Staff,431353
Masamitsu,Back,1965-01-06,d003,1993-04-12,1999-01-01,Senior Staff,431576
Visit,Thiran,1965-01-31,d005,1986-11-14,1999-01-01,Senior Engineer,431657
Alassane,Ramsay,1965-02-01,d004,1987-11-21,1989-04-12,Engineer,431759
Hideo,Varman,1965-01-21,d005,1997-06-19,1999-01-01,Engineer,431882
Poorav,Ranst,1965-01-05,d005,1996-06-01,1999-01-01,Senior Engineer,431887
Adamantios,Matzat,1965-01-11,d007,1987-03-01,1999-01-01,Staff,432031
Arfst,Uehara,1965-01-24,d003,1993-11-15,1994-07-10,Senior Staff,432034
Irena,Gulla,1965-01-17,d006,1989-12-30,2002-01-11,Senior Engineer,432089
Alair,Straney,1965-01-06,d009,1986-11-15,1999-01-01,Senior Staff,432121
Kwangjo,Hiltgen,1965-01-20,d004,1998-12-22,1999-01-01,Engineer,432257
Arve,Bergere,1965-01-30,d005,1987-07-28,1999-01-01,Senior Engineer,432261
Nitsan,Nollmann,1965-01-19,d009,1993-09-29,1999-01-01,Engineer,432399
Takahiro,Maquelin,1965-01-21,d005,1997-07-21,1999-01-01,Engineer,432523
Flemming,Driscoll,1965-01-02,d006,1991-06-28,1994-05-28,Engineer,432665
Toshiko,Ibel,1965-01-16,d005,1996-11-23,1999-01-01,Senior Engineer,432787
Nalini,Perly,1965-01-24,d004,1999-03-07,2001-01-15,Senior Engineer,432890
Qunsheng,Birrer,1965-01-25,d001,1986-05-13,1999-01-01,Senior Staff,432956
Bojan,Montresor,1965-01-02,d007,1995-02-04,1999-01-01,Staff,433059
Tomofumi,Serna,1965-01-16,d007,1999-10-23,1999-01-01,Staff,433157
Make,Olivero,1965-02-01,d006,1991-06-01,1999-01-01,Assistant Engineer,433260
Keiichiro,Miyakawa,1965-01-06,d008,1993-09-12,1999-01-01,Staff,433438
Wonhee,Benveniste,1965-01-12,d003,1985-12-21,1987-03-23,Senior Staff,433465
Monique,Baer,1965-01-12,d002,1987-12-12,1996-02-13,Senior Staff,433640
Greger,Babb,1965-01-28,d002,1995-11-06,1998-06-13,Senior Staff,434384
Takushi,Skogmar,1965-01-11,d007,1985-06-07,1999-01-01,Senior Staff,434845
Sahrah,Rosis,1965-01-15,d005,1994-06-24,1999-01-01,Engineer,434936
Shim,Versino,1965-01-14,d004,1986-08-20,1996-12-17,Senior Engineer,435026
Brigham,Borstler,1965-01-10,d007,1995-10-09,1999-01-01,Staff,435042
Moie,Lieblein,1965-01-16,d007,1996-07-12,1999-01-01,Staff,435060
Kazuhide,Fiutem,1965-01-16,d001,1992-05-10,1999-01-01,Senior Staff,435181
Yinghua,Panwar,1965-01-12,d003,1994-06-11,1996-02-26,Senior Staff,435226
Feixiong,Schurmann,1965-01-04,d001,1987-02-15,1999-01-01,Staff,435289
Berthier,Pramanik,1965-01-21,d007,1993-01-23,1999-01-01,Senior Staff,435305
Jaques,Standera,1965-01-29,d005,1997-10-02,1998-03-11,Engineer,435357
Conal,Basart,1965-01-16,d007,1991-05-17,1999-01-01,Senior Staff,435370
Genta,Pepe,1965-01-29,d003,1994-04-12,1999-01-01,Staff,435588
Dietrich,Kranzdorf,1965-01-29,d007,1992-10-04,1999-01-01,Senior Staff,435602
Sham,Chiodo,1965-01-02,d004,1997-07-28,2000-06-16,Senior Engineer,435664
Olivera,Bharadwaj,1965-01-09,d007,1992-04-01,1999-01-01,Staff,435774
Hercules,Speer,1965-01-07,d006,1994-03-07,1999-01-01,Engineer,435791
Subir,Greibach,1965-01-08,d005,1992-05-24,1999-01-01,Senior Engineer,436558
Ohad,Henders,1965-01-24,d002,1990-11-03,1999-01-01,Senior Staff,436797
Wojceich,Limongiello,1965-01-30,d003,1988-03-10,1999-01-01,Senior Staff,436827
Feixiong,Haraldson,1965-01-13,d008,1998-10-11,1999-01-01,Staff,436915
Dines,DeMori,1965-01-17,d002,1987-12-07,1999-01-01,Staff,437276
Kazuhide,Biran,1965-02-01,d007,1995-01-25,1999-01-01,Senior Staff,437369
Sumant,Thambidurai,1965-01-21,d007,1994-01-02,1996-08-24,Senior Staff,437395
Erez,Luft,1965-01-17,d003,1994-12-14,1999-01-01,Staff,437724
Kerhong,Lorho,1965-01-07,d009,1995-06-18,2001-03-17,Staff,437870
Lena,Giaccio,1965-01-01,d001,2001-10-03,1999-01-01,Senior Staff,438038
Shaw,Varman,1965-01-19,d005,1994-12-16,1999-05-13,Senior Engineer,438158
Rasikan,Barreiro,1965-01-19,d009,1991-09-27,1999-01-01,Senior Staff,438264
Lidong,Swist,1965-01-30,d005,1999-09-16,1999-01-01,Engineer,438557
Charlene,Verspoor,1965-01-12,d006,1992-03-16,2001-11-13,Engineer,438723
Mari,Plessier,1965-01-28,d005,1997-07-04,1999-01-01,Senior Engineer,439377
Kousuke,Levasseur,1965-01-03,d009,1990-03-16,1999-01-01,Staff,439905
Gunilla,Kisuki,1965-01-30,d002,1994-08-14,1999-01-01,Senior Staff,439924
Douadi,Sullins,1965-01-10,d007,1999-09-25,1999-01-01,Senior Staff,440325
Sandeepan,Rosti,1965-01-03,d005,1991-11-26,1999-01-01,Senior Engineer,440435
Tzvetan,Scharstein,1965-01-16,d003,1994-06-16,1999-01-01,Staff,440450
Snehasis,Kalsbeek,1965-01-14,d007,1988-01-06,1999-01-01,Staff,440642
Filipp,Hasham,1965-01-01,d009,1996-10-14,1999-01-01,Senior Staff,440870
Fabrizio,Usery,1965-01-18,d008,1992-10-13,1999-01-01,Staff,440937
Manton,Schapiro,1965-01-01,d007,1991-03-26,2001-01-31,Senior Staff,440997
Miquel,Legleitner,1965-01-18,d007,1985-06-28,1999-01-01,Senior Staff,441197
Chinho,Collette,1965-01-10,d004,1995-10-09,1999-01-01,Senior Engineer,441536
Aimee,Billawala,1965-01-07,d005,1989-02-20,1995-08-24,Engineer,441651
Leszek,Marchegay,1965-01-03,d004,1999-06-13,1999-01-01,Engineer,441954
Claudi,Heijenga,1965-01-12,d008,1988-08-30,1999-01-01,Senior Staff,441965
Ravishankar,Baig,1965-01-03,d007,1992-03-17,1999-01-01,Senior Staff,442002
Martijn,DiGiano,1965-01-15,d004,1990-06-15,1999-01-01,Senior Engineer,442096
Zengping,Cusworth,1965-01-05,d004,1991-06-07,1999-01-01,Senior Engineer,442312
Navid,Luke,1965-01-08,d004,1994-10-17,1999-01-01,Engineer,442490
Mona,Hebden,1965-01-04,d005,1995-10-20,1999-01-01,Engineer,442653
